longname,hashname
3.1.3.10: Glucose-1-phosphatase,pawjvRAZXgum
3.6.3.30: Fe(3+)-transporting ATPase,vPwhaHqxyaKj
5.3.3.8: Dodecenoyl-CoA isomerase,XMfDPvWjURaD
3.4.24.71: Endothelin-converting enzyme 1,bbJbunajFDKd
1.8.1.14: CoA-disulfide reductase,LvrDZaxGPEzD
1.5.1.41: Riboflavin reductase (NAD(P)H),ryHTVaUsfOWU
2.6.1.98: UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase,XmjyBjHstRkr
2.4.99.12: Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,GgHJgkRxJYmu
1.18.1.2: Ferredoxin--NADP(+) reductase,hwqevhhPpWUn
"1.3.99.23: All-trans-retinol 13,14-reductase",NlLMNcUMGKzH
3.1.1.77: Acyloxyacyl hydrolase,BXnzgehCiTcu
3.5.1.124: NO_NAME,NRnyfzchJpMc
4.1.99.18: Cyclic pyranopterin phosphate synthase,PXlnglvEachN
1.1.1.268: 2-(R)-hydroxypropyl-CoM dehydrogenase,cLdVgKOAbSBd
6.2.1.27: 4-hydroxybenzoate--CoA ligase,MHSGheqahcpX
3.5.2.12: 6-aminohexanoate-cyclic-dimer hydrolase,CzGAvvsTDfCw
3.2.1.46: Galactosylceramidase,VDMmfXHpYtkc
3.5.1.47: N-acetyldiaminopimelate deacetylase,BoUpuGcZLoiH
3.1.2.21: Dodecanoyl-[acyl-carrier-protein] hydrolase,EGNvaXhkFvFB
2.5.1.85: specific),DTZQrYbsNMXf
3.4.13.3: Transferred entry: 3.4.13.18 and 3.4.13.20,mivAnHnESJUl
5.4.99.11: Isomaltulose synthase,cBJsRZhGuPxy
4.1.2.48: Low-specificity L-threonine aldolase,cIcunEyelfoi
2.3.1.54: Formate C-acetyltransferase,uWhXMDhTJlJo
1.1.1.65: Pyridoxine 4-dehydrogenase,uyxOztuXkuKG
3.2.1.185: Non-reducing end beta-L-arabinofuranosidase,LXpciQmWKLPc
3.5.1.68: N-formylglutamate deformylase,XyxBOsPWuUuz
"1.3.7.11: 2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase",WkSEkxAtwklJ
6.3.2.14: Enterobactin synthase,pjcVdTBynTlZ
4.4.1.21: S-ribosylhomocysteine lyase,GezSRSARWWRm
"3.2.1.74: Glucan 1,4-beta-glucosidase",njLBSbBczXsC
"1.5.98.2: 5,10-methylenetetrahydromethanopterin reductase",xvaSwCEhtJtD
3.1.3.71: 2-phosphosulfolactate phosphatase,figWxzLRPQQV
"3.2.1.37: Xylan 1,4-beta-xylosidase",zanHgajnZfKg
2.1.1.297: Peptide chain release factor N(5)-glutamine methyltransferase,HvxCYtfEFHOe
2.7.1.172: Protein-ribulosamine 3-kinase,SIIlVjUriroy
5.1.1.21: Isoleucine 2-epimerase,miGNwDhocrDE
1.8.1.7: Glutathione-disulfide reductase,RBUkRcMiCWdh
4.1.1.32: Phosphoenolpyruvate carboxykinase (GTP),clkJYyvPLsTB
2.7.1.31: Glycerate 3-kinase,vmgIuRMkDHtq
3.3.2.10: Soluble epoxide hydrolase,HlkIVaGBqCsJ
3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing),DUhwDeLRizgP
4.1.1.11: Aspartate 1-decarboxylase,UzUxHFGWFfjJ
2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase,bglPrhgStVQB
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,DMzVjGxuVWXP
6.2.1.20: Long-chain-fatty-acid--[acyl-carrier-protein] ligase,qINObtZCDVrw
4.3.1.19: Threonine ammonia-lyase,TOklaJCJelHa
3.6.3.24: Nickel-transporting ATPase,kyxmSFZhVHoo
2.7.1.22: Ribosylnicotinamide kinase,UPAyajxGHxpB
5.4.99.5: Chorismate mutase,cXMpZdrgiUDj
1.12.5.1: Hydrogen:quinone oxidoreductase,RWJktoYLZXIT
4.3.2.1: Argininosuccinate lyase,dQoCnwvrtxAj
3.7.1.3: Kynureninase,aECLamBMOoEl
2.7.8.13: Phospho-N-acetylmuramoyl-pentapeptide-transferase,GJbULZEhoJaG
3.4.25.2: HslU--HslV peptidase,yaRGQOmRVpsf
1.4.1.24: 3-dehydroquinate synthase II,bGAnhVcfENFN
3.5.4.41: 5'-deoxyadenosine deaminase,eLLylxSdJIqN
"1.14.12.10: Benzoate 1,2-dioxygenase",RvAAYPKdWEtU
1.1.1.361: Glucose-6-phosphate 3-dehydrogenase,xHIIlvHxwpCx
3.4.22.71: Sortase B,bbWqTsZHlgLO
"2.4.1.293: GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase",DElFZrpWPsEd
"2.3.1.197: dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase",KmEiRFqEXefm
6.3.4.5: Argininosuccinate synthase,zXdynKrVYUBQ
1.6.5.2: NAD(P)H dehydrogenase (quinone),PISuwcmTVANS
2.4.1.247: Beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase,gqfagQSKQpnB
4.1.1.104: NO_NAME,KenJdjbqVAGf
"3.2.1.70: Glucan 1,6-alpha-glucosidase",SUNmSsxmdhkt
4.2.2.3: Poly(beta-D-mannuronate) lyase,LwdeBfbAYYfX
1.8.4.2: Protein-disulfide reductase (glutathione),qvHluMXHYpZc
2.4.2.45: Decaprenyl-phosphate phosphoribosyltransferase,ZJlNmsxivjUW
2.8.3.16: Formyl-CoA transferase,maVLcNgqYjxK
1.8.4.12: Peptide-methionine (R)-S-oxide reductase,zuGPCOBFlQcj
3.6.1.9: Nucleotide diphosphatase,PusWGOLMVGZX
2.7.1.23: NAD(+) kinase,BNvgciurJupn
2.4.1.19: Cyclomaltodextrin glucanotransferase,jvEwSdMeTgjh
1.2.1.9: Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)),yjSiDJPmGodU
3.1.3.87: 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,ldRzkcpAujwA
1.5.1.24: N(5)-(carboxyethyl)ornithine synthase,XWmypYJPfZbd
3.5.3.26: (S)-ureidoglycine aminohydrolase,PJSebTCWpIXA
2.1.1.264: 23S rRNA (guanine(2069)-N(7))-methyltransferase,sviXEcnWJsTM
2.4.1.212: Hyaluronan synthase,iFGTjYreoUaG
2.1.1.45: Thymidylate synthase,BtGPIynSZAAz
"4.2.99.20: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",PiXdDwvVZwgh
"2.4.1.150: N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",QvWhjVCZQnTI
3.5.1.118: Gamma-glutamyl hercynylcysteine S-oxide hydrolase,pEPWutnXxrDX
2.1.1.266: 23S rRNA (adenine(2030)-N(6))-methyltransferase,eaVJcFtdADKD
4.1.2.43: 3-hexulose-6-phosphate synthase,vuUqLHBvuylN
1.12.2.1: Cytochrome-c3 hydrogenase,MSbeESHbMPHw
2.1.1.103: Phosphoethanolamine N-methyltransferase,UQMxNWjFXwDS
3.5.2.14: N-methylhydantoinase (ATP-hydrolyzing),saoxlruYEbkD
3.1.4.4: Phospholipase D,AbglKECwgnhx
2.4.2.30: NAD(+) ADP-ribosyltransferase,WWWCKyBxFrJZ
3.2.1.170: Mannosylglycerate hydrolase,BnMLpAKYxKIt
2.4.1.109: Dolichyl-phosphate-mannose--protein mannosyltransferase,IuBYuCBSmZvd
2.3.1.168: Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase,JDhJxnuzyBYU
"1.3.1.28: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",NkbunkmXgFNT
2.4.2.29: tRNA-guanine(34) transglycosylase,knPxwSKcjQDq
3.2.2.31: NO_NAME,VBXNZUawUeam
5.3.1.9: Glucose-6-phosphate isomerase,gvwujBdYWVSV
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III,PnjgbrrcdDVG
2.7.4.7: Phosphomethylpyrimidine kinase,hSgCGzPWtwrn
2.5.1.94: Adenosyl-chloride synthase,eFdbcrkkhZkF
1.17.5.3: NO_NAME,DxnqtbjRRfJj
2.7.7.68: 2-phospho-L-lactate guanylyltransferase,NSKRROctOLja
3.1.3.70: Mannosyl-3-phosphoglycerate phosphatase,hxCsdbeOSOFO
"1.14.12.1: Anthranilate 1,2-dioxygenase (deaminating, decarboxylating)",DGhItmqkieCR
1.1.1.179: D-xylose 1-dehydrogenase (NADP(+)),arEhLzvlnZqf
2.7.1.217: NO_NAME,oqeVsiUaGJeA
3.1.1.6: Acetylesterase,ejobvQACYZVw
4.2.1.83: 4-oxalmesaconate hydratase,CXyHjfcLekyC
"2.3.1.209: dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase",RHhYEaEqzVxu
1.5.8.2: Trimethylamine dehydrogenase,OfJPmZuUrChL
2.7.1.53: L-xylulokinase,nsgddZyPWUUi
2.3.1.94: 6-deoxyerythronolide-B synthase,bqFybRvTbyky
1.2.5.1: Pyruvate dehydrogenase (quinone),jJmBrvarmoMx
2.1.1.13: Methionine synthase,ZzVQYwbaPRxB
1.4.7.1: Glutamate synthase (ferredoxin),ARMtiBSbgjkp
5.1.3.21: Maltose epimerase,aafRWBFTzUBL
4.1.1.2: Oxalate decarboxylase,ivPabqumjrut
1.7.1.15: Nitrite reductase (NADH),mHikdWJJGpqt
5.99.1.4: 2-hydroxychromene-2-carboxylate isomerase,uJcOAigsFRgQ
2.3.3.5: 2-methylcitrate synthase,hUTRECOAaQnK
3.5.1.52: Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,KapVLTHyIoqH
6.2.1.30: Phenylacetate--CoA ligase,LptBElZDPtKI
4.3.1.16: Threo-3-hydroxy-L-aspartate ammonia-lyase,FcvRwVpUbkXv
3.4.24.76: Flavastacin,VwXkmtiLPsDQ
1.17.99.6: Epoxyqueuosine reductase,cmWZKJKorBDU
2.7.7.60: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,zMcfmdJwfKOp
4.2.1.54: Lactoyl-CoA dehydratase,YkVeGuKBccsA
2.4.99.18: Dolichyl-diphosphooligosaccharide--protein glycotransferase,EHSvcvAJGyMi
1.14.13.7: Phenol 2-monooxygenase,pzhGwpoAUaVc
3.4.17.14: Zinc D-Ala-D-Ala carboxypeptidase,cfKRVFnlTnYK
2.7.1.113: Deoxyguanosine kinase,cKlmfWXuOoMd
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase,HtUaCJyGNtZX
2.7.1.16: Ribulokinase,lYNVOjSTAzhr
3.5.2.10: Creatininase,RJBjOmfHYxyB
1.1.1.144: Perillyl-alcohol dehydrogenase,WArVaiBfIyLc
1.3.8.13: NO_NAME,ZuoeenQHCcTO
3.6.3.33: Vitamin B12-transporting ATPase,tDakGCubEuDK
4.1.2.49: L-allo-threonine aldolase,XpKqiwGRWmLv
6.3.2.12: Dihydrofolate synthase,duXhivsfJzDS
2.7.7.72: CCA tRNA nucleotidyltransferase,bQqseCZUSElU
7.5.2.1: NO_NAME,wQAfuUXSRGbX
5.1.99.8: NO_NAME,bqeWVSsRpJDx
2.4.2.8: Hypoxanthine phosphoribosyltransferase,pObmdKBXxlHp
3.1.26.8: Ribonuclease M5,SFTrUdDrtzXh
3.2.1.24: Alpha-mannosidase,kspdIIjoxFgJ
3.1.25.1: Deoxyribonuclease (pyrimidine dimer),RQmlWWSnAkmj
4.1.3.17: 4-hydroxy-4-methyl-2-oxoglutarate aldolase,isDsvyMtVdbi
"1.13.11.1: Catechol 1,2-dioxygenase",EhHvKbagnkjG
"3.2.1.181: Galactan endo-beta-1,3-galactanase",EcrieyXhCXZa
5.2.1.2: Maleylacetoacetate isomerase,rAfhvlNSbsmg
"3.1.2.28: 1,4-dihydroxy-2-naphthoyl-CoA hydrolase",TbrIOmQEryCq
3.4.23.43: Prepilin peptidase,LnROiWRDXdLg
5.4.99.28: tRNA pseudouridine(32) synthase,JeJNBjNBygTu
"1.13.11.9: 2,5-dihydroxypyridine 5,6-dioxygenase",UzSwDpapzjjc
6.6.1.1: Magnesium chelatase,dLQxGiVCgEoH
"2.4.1.211: 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase",QobwxtgPFjCl
5.4.99.61: Precorrin-8X methylmutase,zWnIwdSAQoSv
1.8.1.15: Mycothione reductase,ivoaoTquRzzR
1.1.1.60: 2-hydroxy-3-oxopropionate reductase,meLMPizvllYv
"3.6.1.40: Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",wrpLDRAlygXc
2.7.8.37: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase,zbVnbszUatUZ
6.2.1.1: Acetate--CoA ligase,RgdVKANZeqqm
4.2.1.114: Methanogen homoaconitase,mTlbBIKuZlFU
4.1.1.53: Phenylalanine decarboxylase,BIoIrDKjFBUV
4.1.2.42: D-threonine aldolase,JOHUNFNkTQha
5.4.99.20: 23S rRNA pseudouridine(2457) synthase,TatIWrMvAYNH
2.7.1.144: Tagatose-6-phosphate kinase,AHTWxpUNXtUT
1.17.1.9: NO_NAME,HpTpXbiPQKOc
3.5.3.11: Agmatinase,sMimBRtENDFH
5.1.3.9: N-acylglucosamine-6-phosphate 2-epimerase,HRxLWoYaLeTn
2.7.8.40: N-acetylgalactosaminephosphotransferase,BUPqcDnlhGTm
1.11.1.18: Bromide peroxidase,bkBPUWttrkXS
2.7.8.8: CDP-diacylglycerol--serine O-phosphatidyltransferase,SUxrmaouyMZI
5.1.3.26: 4-epimerase,bqUtBHtuQOfS
3.2.2.8: Ribosylpyrimidine nucleosidase,UiHeIbiqnBoZ
"3.1.4.56: 7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase",bywkhFKRuJBT
5.4.99.15: (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase,WLZbeXqQmMxD
4.3.1.1: Aspartate ammonia-lyase,VKZoocHAGxUD
2.6.1.77: Taurine--pyruvate aminotransferase,MHCLPeovkmMt
7.1.1.2: NO_NAME,IsIyHIqoXFAk
1.3.1.12: Prephenate dehydrogenase,wfoEUtaIqzzf
1.11.2.4: Fatty-acid peroxygenase,uEByLMFfmRAz
2.1.1.72: Site-specific DNA-methyltransferase (adenine-specific),OEiliLKeWhXu
2.5.1.57: N-acylneuraminate-9-phosphate synthase,TkggqjSKVxQf
3.4.24.57: O-sialoglycoprotein endopeptidase,fdSasrLblfpD
4.4.1.24: (2R)-sulfolactate sulfo-lyase,LKvwVuntuZrB
3.5.4.11: Pterin deaminase,dNaYYJiAUYHa
4.4.1.17: Holocytochrome-c synthase,hSXBiFPWRAZT
2.3.1.222: Phosphate propanoyltransferase,hYMSegevVHsO
1.1.1.393: NO_NAME,DxDVSNZUvBHD
3.5.4.25: GTP cyclohydrolase II,XhlqjoHVTAFp
1.1.1.132: GDP-mannose 6-dehydrogenase,uANuHXVMulPm
4.2.1.12: Phosphogluconate dehydratase,EacNbjxZikqQ
3.4.17.18: Carboxypeptidase T,rjaeNhJfWwho
4.2.1.80: 2-oxopent-4-enoate hydratase,djaawSbQangU
1.1.1.395: NO_NAME,xqctkwaXImpz
2.7.1.195: NO_NAME,bUARAGQBJkpW
2.1.1.51: Transferred entry: 2.1.1.187 and 2.1.1.188,tlTCYhsmbtNn
2.7.1.36: Mevalonate kinase,LJRVXlNNUVWV
3.6.1.66: XTP/dITP diphosphatase,ryEjlkRYGMyf
5.3.1.4: L-arabinose isomerase,VizzBhLzTWgm
2.4.1.329: Sucrose 6(F)-phosphate phosphorylase,LjxzocFHQPhv
2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase,pfmtHPSfKHCt
6.4.1.6: Acetone carboxylase,klqfpexnEYQT
2.1.1.67: Thiopurine S-methyltransferase,WyevSQsnPrMR
"1.13.11.76: 2-amino-5-chlorophenol 1,6-dioxygenase",BSNQrvtrmDcL
3.6.1.29: Bis(5'-adenosyl)-triphosphatase,UkkmHljuYdLy
3.4.19.12: Ubiquitinyl hydrolase 1,VZLYdGFcYXQX
"2.4.1.18: 1,4-alpha-glucan branching enzyme",RHTMxKpqqauv
2.1.1.288: Aklanonic acid methyltransferase,NxIRedXbgdur
1.14.14.3: Alkanal monooxygenase (FMN-linked),HOjeDUSnmAcE
4.1.1.1: Pyruvate decarboxylase,KMKEtKeoiWhS
2.7.8.33: N-acetylglucosaminephosphotransferase,KEOOtTGycomF
4.1.2.25: Dihydroneopterin aldolase,ClKllnGzkuns
1.1.1.290: 4-phosphoerythronate dehydrogenase,JWHPptjmhcOh
4.2.1.36: Homoaconitate hydratase,kCUYhVBwUWWg
2.1.1.34: tRNA (guanosine(18)-2'-O)-methyltransferase,BloikPcohBDb
2.6.1.17: Succinyldiaminopimelate transaminase,ddPppVFQHiza
3.1.3.48: Protein-tyrosine-phosphatase,YTrCbnmAUCXO
"1.14.12.3: Benzene 1,2-dioxygenase",iSeJdqHsjsql
2.4.1.122: Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase,MhLcfItsqmzA
2.3.1.102: N(6)-hydroxylysine O-acetyltransferase,UAuPxfLbdcre
5.1.1.n1: Transferred entry: 5.1.1.20,DTtjRIKZZMRB
1.16.3.2: Bacterial non-heme ferritin,SuOMwQNZLfGS
5.5.1.4: Inositol-3-phosphate synthase,zvRpUCcmmBGJ
4.2.2.6: Oligogalacturonide lyase,PZBGYyUctJgf
2.7.1.165: Glycerate 2-kinase,eQnhHcbJlfZz
2.1.2.2: Phosphoribosylglycinamide formyltransferase,HomLVGHDpEMc
2.3.1.189: Mycothiol synthase,deDLqjxNPIUF
1.1.1.87: Homoisocitrate dehydrogenase,aOgVjZtlyxOB
4.1.1.25: Tyrosine decarboxylase,tcKznSDdfXEO
2.5.1.129: NO_NAME,YgjgfZvLhpFZ
3.6.1.41: Bis(5'-nucleosyl)-tetraphosphatase (symmetrical),yDyTIvdabqwn
3.1.1.84: Cocaine esterase,skdWzqkmFRYY
4.1.1.77: 2-oxo-3-hexenedioate decarboxylase,usoJnBxDGBvr
2.7.1.136: Macrolide 2'-kinase,AuuQZKOaBguN
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase,OMaNiQmsRpcE
6.2.1.12: 4-coumarate--CoA ligase,UjrfyMOWBrba
6.2.1.16: Acetoacetate--CoA ligase,OQsUvVLDPQfr
5.1.1.4: Proline racemase,CFQaSDCrjzvW
2.6.1.100: L-glutamine:2-deoxy-scyllo-inosose aminotransferase,sSQYesPzWSfH
2.4.1.4: Amylosucrase,FzCjJuGoNTnT
5.1.3.41: NO_NAME,qWYsCRHUjsHi
2.7.4.29: Kdo(2)-lipid A phosphotransferase,CJKIaZlovKqi
"3.7.1.8: 2,6-dioxo-6-phenylhexa-3-enoate hydrolase",YmSrOWyrkExK
2.7.1.35: Pyridoxal kinase,BGEaMWFTXIUz
3.4.24.74: Fragilysin,rurcetvqpPoG
5.3.1.5: Xylose isomerase,mnOWpjmnYoyK
4.1.1.36: Phosphopantothenoylcysteine decarboxylase,MKnjiDOSqWjh
4.2.1.35: (R)-2-methylmalate dehydratase,qzrAVSJxKPrL
1.8.99.5: Dissimilatory sulfite reductase,TzHTiOKMQbJI
1.5.5.1: Electron-transferring-flavoprotein dehydrogenase,taJUVYZnjUaF
1.3.99.5: 3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor),lVmDNKCmlLfh
2.5.1.9: Riboflavin synthase,vFkTgjatcJIM
4.1.1.50: Adenosylmethionine decarboxylase,xPXAaevhcKkV
2.4.2.28: S-methyl-5'-thioadenosine phosphorylase,BrffFNtalFOa
2.1.1.11: Magnesium protoporphyrin IX methyltransferase,vUTaspKKeNER
"5.3.3.18: 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase",hdrJoLtZjsIh
3.5.1.18: Succinyl-diaminopimelate desuccinylase,tZtEDBdKgNTF
3.2.1.179: Gellan tetrasaccharide unsaturated glucuronyl hydrolase,QHqjhhbSuqPS
3.5.1.96: Succinylglutamate desuccinylase,ODQtgKUlsOvB
3.2.1.143: Poly(ADP-ribose) glycohydrolase,HTHNuVQcsYKC
5.3.3.3: Vinylacetyl-CoA Delta-isomerase,RgTFfhYCcvda
3.1.2.2: Palmitoyl-CoA hydrolase,lKmUiCOiQGnQ
2.8.4.1: Coenzyme-B sulfoethylthiotransferase,xvoASrlolfYR
2.7.1.206: NO_NAME,hGOcIItvovJk
3.5.3.13: Formimidoylglutamate deiminase,TjLhiyWPgWvV
3.2.1.55: Non-reducing end alpha-L-arabinofuranosidase,DqfMvkVuZdXC
5.3.1.26: Galactose-6-phosphate isomerase,jTrjFAJJCdNu
1.3.1.38: Trans-2-enoyl-CoA reductase (NADPH),UITeEdXYeUfa
"1.2.1.26: 2,5-dioxovalerate dehydrogenase",oWsBdgLHvARA
3.1.1.27: 4-pyridoxolactonase,HHpUnwBCOPFV
3.1.2.14: Oleoyl-[acyl-carrier-protein] hydrolase,APFpCsZgLFCw
4.2.99.18: DNA-(apurinic or apyrimidinic site) lyase,uwUslPHAQYZs
5.99.1.2: DNA topoisomerase,kXsmRkJupmfO
4.4.1.5: Lactoylglutathione lyase,LlFBwRmJHTXR
3.4.21.26: Prolyl oligopeptidase,QPjDSjSFxhKB
3.4.21.105: Rhomboid protease,orqhzxSGXMHM
3.6.1.21: ADP-sugar diphosphatase,yOfuioMgxGuX
3.1.3.68: 2-deoxyglucose-6-phosphatase,KekXHFXRsmsT
4.2.1.41: 5-dehydro-4-deoxyglucarate dehydratase,TAxkeibPXVka
6.3.3.2: 5-formyltetrahydrofolate cyclo-ligase,jCzvpXsiaZJo
4.2.1.163: NO_NAME,GGznBkBwYPKh
2.5.1.1: Dimethylallyltranstransferase,hmBtqjyVQQeI
3.1.3.5: 5'-nucleotidase,oejjXslQAwzX
3.1.2.27: Choloyl-CoA hydrolase,FHVHdmvvuhll
1.3.3.13: Albonoursin synthase,gTaZmSGWKRsX
2.7.8.25: Transferred entry: 2.4.2.52,MSuhZBzRGkld
3.5.1.16: Acetylornithine deacetylase,YRnyZeNDjMVM
1.2.1.3: Aldehyde dehydrogenase (NAD(+)),zaoemnKiJryX
1.1.1.31: 3-hydroxyisobutyrate dehydrogenase,uVXSqPphMRln
"2.4.1.308: diphosphoundecaprenol alpha-1,2-fucosyltransferase",NkZKvaNolpoN
2.3.3.15: Sulfoacetaldehyde acetyltransferase,XnjMtAlJRGZI
"2.5.1.10: (2E,6E)-farnesyl diphosphate synthase",RWgwXqjCqXYm
2.4.1.54: Undecaprenyl-phosphate mannosyltransferase,csvsKFfiyzve
"3.1.3.46: Fructose-2,6-bisphosphate 2-phosphatase",pDuxpizvNsUM
3.5.99.2: Aminopyrimidine aminohydrolase,VvMcykjBHzgl
2.3.1.28: Chloramphenicol O-acetyltransferase,BGiGWsJebYRh
1.11.2.3: Plant seed peroxygenase,bsQSGzRKhvch
1.1.1.283: Methylglyoxal reductase (NADPH),wtfTjziwLhaF
3.5.1.105: Chitin disaccharide deacetylase,OLuZHxTxDVol
"1.13.11.5: Homogentisate 1,2-dioxygenase",hTbCCKKKVQMh
1.2.4.2: Oxoglutarate dehydrogenase (succinyl-transferring),SXSydlMxzDRX
1.14.13.9: Kynurenine 3-monooxygenase,fenCTzMiiqMz
2.5.1.30: Heptaprenyl diphosphate synthase,QbuYNpEnDkkE
3.2.1.152: Mannosylglycoprotein endo-beta-mannosidase,cqFfAHngeEhA
1.3.1.43: Arogenate dehydrogenase,EXyXFjhCSdAi
1.5.1.30: Flavin reductase (NADPH),UcUhseDhewZI
2.6.1.16: Glutamine--fructose-6-phosphate transaminase (isomerizing),OsPVhUeQbNEb
3.4.14.4: Dipeptidyl-peptidase III,tSRXaYtMhIaa
3.5.1.86: Mandelamide amidase,JztqsFctZPuJ
3.1.5.1: dGTPase,iTNsfsLlSexU
3.4.23.48: Plasminogen activator Pla,EthziNfJhuNB
3.5.4.3: Guanine deaminase,dgxtAIjXsnuT
3.6.1.7: Acylphosphatase,WkpHfJCEjYLN
1.2.1.24: Succinate-semialdehyde dehydrogenase (NAD(+)),eeProYNJQglS
3.1.11.2: Exodeoxyribonuclease III,BNvqBCawiwFp
3.3.2.3: Transferred entry: 3.3.2.9 and 3.3.2.10,YDsLVhStmQBi
2.5.1.108: 2-(3-amino-3-carboxypropyl)histidine synthase,ucwSqKwhnkIt
5.3.2.n1: Transferred entry: 5.3.2.5,sxfiKKmNsYIS
1.14.13.173: 11-oxo-beta-amyrin 30-oxidase,CMIgfMffFtyC
3.6.5.3: Protein-synthesizing GTPase,uSTuuPEpFnOz
2.7.7.38: 3-deoxy-manno-octulosonate cytidylyltransferase,oQtRavYVDEnu
2.3.2.10: UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase,WkCQgUWOqyFf
4.2.1.9: Dihydroxy-acid dehydratase,LnOgHDYkOPua
6.1.1.2: Tryptophan--tRNA ligase,eXZSVdMoCzad
4.1.2.52: 4-hydroxy-2-oxoheptanedioate aldolase,PaulOpxiVtME
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H),lkyTjpYgbtsB
2.4.1.246: Mannosylfructose-phosphate synthase,jyegXFPbCeIK
5.1.3.29: L-fucose mutarotase,UXoOyqYuhGZl
4.1.2.57: Sulfofructosephosphate aldolase,ZapHQEoyIbeL
"1.5.1.7: Saccharopine dehydrogenase (NAD(+), L-lysine-forming)",HEnEWTFfTyOW
7.1.3.1: NO_NAME,gmGBtntxinng
2.7.4.14: UMP/CMP kinase,ZPqDGTZuVGrz
3.2.2.27: Uracil-DNA glycosylase,LuTDLmKsrzwp
3.6.3.29: Molybdate-transporting ATPase,YbuklGickpCt
3.4.22.49: Separase,ZmfDjQnBFULg
"1.2.1.91: 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase",pRwaBXMiJkwz
3.6.3.44: Xenobiotic-transporting ATPase,oDMeqcsURZAP
1.17.99.7: NO_NAME,BTDRatWUwTym
1.2.1.60: 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase,viqgAkAdAuQh
6.3.5.7: Glutaminyl-tRNA synthase (glutamine-hydrolyzing),yVKvZgHIZspq
6.3.4.2: CTP synthase (glutamine hydrolyzing),VPOBFgiZCcHM
2.3.1.266: NO_NAME,iiSruqYbjYMr
6.1.2.1: D-alanine--(R)-lactate ligase,RMIZxubNhhld
3.1.1.72: Acetylxylan esterase,TOnNZnxWuRVi
1.4.1.16: Diaminopimelate dehydrogenase,csFNdtuhORkn
"1.1.1.274: 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)",xoEWiepYdMAf
4.6.1.1: Adenylate cyclase,CBAzwOBEUPAQ
1.5.5.2: Proline dehydrogenase,HzFqtdLJXsag
2.4.1.255: Protein O-GlcNAc transferase,FcdaWskTTgWm
"5.4.2.12: Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",ubjvCtjugLEQ
3.4.19.11: Gamma-D-glutamyl-meso-diaminopimelate peptidase,GZmJefwAfXMK
"3.1.4.57: Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase",xxXOgglUBeBn
1.1.1.5: Transferred entry: 1.1.1.303 and 1.1.1.304,CLDxwBNsTjVt
2.5.1.55: 3-deoxy-8-phosphooctulonate synthase,vUlFyDRtkkjX
1.5.99.8: Transferred entry: 1.5.5.2,yKvHUdmCWznk
2.1.1.74: (FADH(2)-oxidizing),LSKxTzPYOjht
"5.4.3.3: Beta-lysine 5,6-aminomutase",FIKRkWpKvCfV
3.6.1.22: NAD(+) diphosphatase,ERWJXZplNeMA
4.2.1.42: Galactarate dehydratase,EHIfJuYqTCfk
1.3.1.89: tRNA-dihydrouridine(47) synthase (NAD(P)(+)),anhtlxrwoTTM
